complex_id,source_complex_id,appendix_file,appendix_source_sha256,level,module,complex_title,ai_relevance,ai_targets,reusable_ai_primitive,qenn_use,pgqenn_use,soinets_use,verification_status,integration_status
elastic_parseval_quasicrystal_isometry,elastic_parseval_quasicrystal_isometry,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,C,dtqc,Elastic-Parseval Quasicrystal Isometry,high,"QENN,SOInets",involutive/reversible state update and parity clock; entropy-conditioned gain/temperature and adaptive spectral scaling; memory kernel and temporal state-space operator; spectral positional encoding and sparse-support stability constraint,"reversible/alternating hidden-state gate; entropy-conditioned gain, temperature or learning-rate modulation; spectral purification/positional feature layer",prime-motif spectral support regularizer; dual/sign-equivariant edge and node update; entropy-weighted edge/growth modulation,multi-resolution spectral synchronization; per-shell entropy/gain controller,appendix_labels_verified,planned
parity_meyer_noise_stable_diffraction_closure,parity_meyer_noise_stable_diffraction_closure,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,C,dtqc,Parity-Meyer Noise-Stable Diffraction Closure,high,"QENN,PGQENN,SOInets","involutive/reversible state update and parity clock; non-cancelling residual, self-audit certificate, and fail-closed training objective; memory kernel and temporal state-space operator; spectral positional encoding and sparse-support stability constraint",reversible/alternating hidden-state gate; spectral purification/positional feature layer; non-cancelling closure residual in the training objective,2-adic/parity address and typed arithmetic constraint; prime-motif spectral support regularizer; dual/sign-equivariant edge and node update; growth-step closure certificate and source-removal ablation,meta-closure auditor across subnets/modalities; multi-resolution spectral synchronization,appendix_labels_verified,planned
certified_multiscale_dtqc_reconstruction_closure,certified_multiscale_dtqc_reconstruction_closure,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,C,dtqc,Certified Multiscale DTQC Reconstruction Closure,high,"QENN,SOInets","involutive/reversible state update and parity clock; non-cancelling residual, self-audit certificate, and fail-closed training objective; memory kernel and temporal state-space operator; spectral positional encoding and sparse-support stability constraint",reversible/alternating hidden-state gate; spectral purification/positional feature layer; non-cancelling closure residual in the training objective,prime-motif spectral support regularizer; dual/sign-equivariant edge and node update; growth-step closure certificate and source-removal ablation,meta-closure auditor across subnets/modalities; multi-resolution spectral synchronization,appendix_labels_verified,planned
g_delian_provability_boundary_and_declared_dual_carrier_completion,g_delian_provability_boundary_and_declared_dual_carrier_completion,appendix_the_completeness_theorem.tex,7bcc6a4b64bc688b1599c490890e4da1db10e62a9403c6fbb19fbb2638632549,A,completeness_theorem,Gödelian Provability Boundary and Declared Dual-Carrier Completion,low,QENN,"dual-channel encoding and sign-equivariant weight tying; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,growth-step closure certificate and source-removal ablation,meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
2_adic_criterion_of_theoremhood_and_typed_dual_infinity,2_adic_criterion_of_theoremhood_and_typed_dual_infinity,appendix_the_completeness_theorem.tex,7bcc6a4b64bc688b1599c490890e4da1db10e62a9403c6fbb19fbb2638632549,A,completeness_theorem,2-Adic Criterion of Theoremhood and Typed Dual Infinity,medium,"QENN,PGQENN,SOInets","involutive/reversible state update and parity clock; dual-channel encoding and sign-equivariant weight tying; multi-scale capacity/shell routing and spectrum allocation; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,2-adic/parity address and typed arithmetic constraint; growth-step closure certificate and source-removal ablation,multi-shell capacity routing and task-spectrum allocation; meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
non_manifestability_of_the_anti_circle_and_observation_collapse,non_manifestability_of_the_anti_circle_and_observation_collapse,appendix_the_completeness_theorem.tex,7bcc6a4b64bc688b1599c490890e4da1db10e62a9403c6fbb19fbb2638632549,A,completeness_theorem,Non-Manifestability of the Anti-Circle and Observation–Collapse,medium,"QENN,SOInets","attention/readout projection, confidence gate, and collapse status; non-cancelling residual, self-audit certificate, and fail-closed training objective",projection readout and calibrated collapse gate; non-cancelling closure residual in the training objective,growth-step closure certificate and source-removal ablation,cross-network observation/collapse and accessibility gate; meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
dual_closure_idempotence_and_oscillatory_non_closure,dual_closure_idempotence_and_oscillatory_non_closure,appendix_the_completeness_theorem.tex,7bcc6a4b64bc688b1599c490890e4da1db10e62a9403c6fbb19fbb2638632549,A,completeness_theorem,Dual-Closure Idempotence and Oscillatory Non-Closure,medium,"QENN,SOInets","dual-channel encoding and sign-equivariant weight tying; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,growth-step closure certificate and source-removal ablation,meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
karoubi_envelope_equivalence_and_missing_idempotent_splittings,karoubi_envelope_equivalence_and_missing_idempotent_splittings,appendix_the_completeness_theorem.tex,7bcc6a4b64bc688b1599c490890e4da1db10e62a9403c6fbb19fbb2638632549,A,completeness_theorem,Karoubi Envelope Equivalence and Missing Idempotent Splittings,low,QENN,"non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,growth-step closure certificate and source-removal ablation,meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
commutation_of_closure_with_parity_soi_and_misaligned_closures,commutation_of_closure_with_parity_soi_and_misaligned_closures,appendix_the_completeness_theorem.tex,7bcc6a4b64bc688b1599c490890e4da1db10e62a9403c6fbb19fbb2638632549,A,completeness_theorem,Commutation of Closure with Parity/SOI and Misaligned Closures,medium,"QENN,PGQENN,SOInets","non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,2-adic/parity address and typed arithmetic constraint; growth-step closure certificate and source-removal ablation,meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
conservativity_of_dual_closure_over_base_theory_and_trivialization_overreach,conservativity_of_dual_closure_over_base_theory_and_trivialization_overreach,appendix_the_completeness_theorem.tex,7bcc6a4b64bc688b1599c490890e4da1db10e62a9403c6fbb19fbb2638632549,A,completeness_theorem,Conservativity of Dual Closure over Base Theory and Trivialization/Overreach,medium,"QENN,SOInets","dual-channel encoding and sign-equivariant weight tying; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,growth-step closure certificate and source-removal ablation,meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
typed_admissibility_instrument,typed_admissibility_instrument,appendix_the_completeness_theorem.tex,7bcc6a4b64bc688b1599c490890e4da1db10e62a9403c6fbb19fbb2638632549,B,completeness_theorem,Typed Admissibility Instrument,medium,QENN,"non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,growth-step closure certificate and source-removal ablation,meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
idempotent_splitting_and_oscillation_obstruction,idempotent_splitting_and_oscillation_obstruction,appendix_the_completeness_theorem.tex,7bcc6a4b64bc688b1599c490890e4da1db10e62a9403c6fbb19fbb2638632549,B,completeness_theorem,Idempotent Splitting and Oscillation Obstruction,medium,QENN,"non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,growth-step closure certificate and source-removal ablation,meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
protected_commuting_closure_transport,protected_commuting_closure_transport,appendix_the_completeness_theorem.tex,7bcc6a4b64bc688b1599c490890e4da1db10e62a9403c6fbb19fbb2638632549,B,completeness_theorem,Protected Commuting Closure Transport,high,"QENN,SOInets","non-cancelling residual, self-audit certificate, and fail-closed training objective; wave/PDE message-passing and transport operator",non-cancelling closure residual in the training objective,growth-step closure certificate and source-removal ablation,meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
global_symmetry_and_kd_charge_conservation,global_symmetry_and_kd_charge_conservation,appendix_the_completeness_theorem.tex,7bcc6a4b64bc688b1599c490890e4da1db10e62a9403c6fbb19fbb2638632549,A,completeness_theorem,Global Symmetry and KD-Charge Conservation,medium,"QENN,SOInets","dual-channel encoding and sign-equivariant weight tying; equivariant layer and symmetry regularizer; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,dual/sign-equivariant edge and node update; growth-step closure certificate and source-removal ablation,meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
local_gauge_symmetry_and_elastic_divergence_identity,local_gauge_symmetry_and_elastic_divergence_identity,appendix_the_completeness_theorem.tex,7bcc6a4b64bc688b1599c490890e4da1db10e62a9403c6fbb19fbb2638632549,A,completeness_theorem,Local Gauge Symmetry and Elastic Divergence Identity,high,"QENN,SOInets","dual-channel encoding and sign-equivariant weight tying; equivariant layer and symmetry regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective","entropy-conditioned gain, temperature or learning-rate modulation; non-cancelling closure residual in the training objective",dual/sign-equivariant edge and node update; growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
noether_constant_to_local_transgression,noether_constant_to_local_transgression,appendix_the_completeness_theorem.tex,7bcc6a4b64bc688b1599c490890e4da1db10e62a9403c6fbb19fbb2638632549,B,completeness_theorem,Noether Constant-to-Local Transgression,high,"QENN,SOInets","dual-channel encoding and sign-equivariant weight tying; equivariant layer and symmetry regularizer; non-cancelling residual, self-audit certificate, and fail-closed training objective",non-cancelling closure residual in the training objective,dual/sign-equivariant edge and node update; growth-step closure certificate and source-removal ablation,meta-closure auditor across subnets/modalities,appendix_labels_verified,planned
